"","X","CASE_STATUS","EMPLOYER_NAME","SOC_NAME","JOB_TITLE","FULL_TIME_POSITION","PREVAILING_WAGE","YEAR","WORKSITE","lon","lat"
"528",986037,"CERTIFIED","GREEN PHARMATEK INC","ENGINEERS, ALL OTHER","VALIDATION ENGINEER / ANALYST","Y",75816,2015,"SANTA CLARA, CALIFORNIA",-121.9552356,37.3541079
"529",2429656,"CERTIFIED","MICROSOFT CORPORATION","Managers, All Other","SENIOR PROGRAM MANAGER","Y",107141,2012,"REDMOND, WASHINGTON",-122.121512,47.6739881
"530",2049903,"CERTIFIED","SAGE GROUP CONSULTING INC","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST","Y",59259,2013,"SCHAUMBURG, ILLINOIS",-88.0834059,42.0333607
"531",1946334,"CERTIFIED","COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION","Computer Systems Analysts","SENIOR BUSINESS ANALYST JC60","Y",57554,2013,"SIOUX FALLS, SOUTH DAKOTA",-96.7311034,43.5445959
"532",886797,"CERTIFIED-WITHDRAWN","MOODY'S INVESTORS SERVICE, INC.","FINANCIAL ANALYSTS","ASSOCIATE ANALYST 2","Y",66019,2015,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"533",2704102,"CERTIFIED-WITHDRAWN","SCHLUMBERGER TECHNOLOGY CORPORATION","Mechanical Engineers","MECHANICAL ENGINEER","Y",67222,2011,"ROSHARON, TEXAS",-95.4602763,29.3522632
"534",2743329,"CERTIFIED","ALSAC-ST. JUDE CHILDREN'S RESEARCH HOSPITAL","Meeting and Convention Planners","SR. EVENT MARKETING REPRESENTATIVE, BILINGUAL","Y",46238,2011,"ARLINGTON, VIRGINIA",-77.1067698,38.8799697
"535",1037984,"CERTIFIED","ASSIGNCORP","COMPUTER PROGRAMMERS","COMPUTER PROGRAMMER","Y",55245,2015,"GLENDALE, CALIFORNIA",-118.255075,34.1425078
"536",1277237,"WITHDRAWN","FACEBOOK, INC.","Architectural and Engineering Managers","TECHNICAL PROGRAM MANAGER","Y",128440,2014,"MENLO PARK, CALIFORNIA",-122.1817252,37.4529598
"537",1995008,"CERTIFIED","PHARMACARE, LLC","Software Developers, Applications","INFORMATION SYSTEMS DESIGNER","Y",63128,2013,"BALTIMORE, MARYLAND",-76.6121893,39.2903848
"538",1767365,"CERTIFIED","CORELOGIX CONSULTING, INC.","Computer Systems Analysts","INFRASTRUCTURE ANALYST","Y",83866,2014,"LINCOLNSHIRE, ILLINOIS",-87.9084039,42.1900249
"539",1503433,"CERTIFIED","GYANSYS INC.","Computer Systems Analysts","COMPUTER SYSTEM ANALYST","Y",49712,2014,"EVANSVILLE, INDIANA",-87.5710898,37.9715592
"540",365290,"CERTIFIED","MEDICAL MUTUAL OF OHIO","SOFTWARE DEVELOPERS, APPLICATIONS","INFORMATION TECHNICAL CONSULTANT","Y",92435,2016,"STRONGSVILLE, OHIO",-81.83569,41.3144966
"541",1501446,"CERTIFIED","UNIKON IT INC","Database Administrators","DATABASE ADMINISTRATOR","Y",55661,2014,"NEWARK, NEW JERSEY",-74.1723667,40.735657
"542",444136,"CERTIFIED","ACCU-CARE PHYSICAL THERAPY WORKS, P.C.","NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","NETWORK AND COMPUTER SYSTEMS ADMINISTRATOR","N",60112,2016,"RIDGEWOOD, NEW YORK",-73.9018292,40.7043986
"543",342111,"CERTIFIED","PHOTON INFOTECH, INC.","SOFTWARE DEVELOPERS, APPLICATIONS","SENIOR SOFTWARE ENGINEER","Y",77750,2016,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
"544",1077865,"CERTIFIED","SOFTWARE BOTS INC.","COMPUTER PROGRAMMERS","COMPUTER PROGRAMMER ANALYST","Y",40602,2015,"CANTON, MICHIGAN",-83.482116,42.3086444
"545",412180,"CERTIFIED","DANLAW, INC.","SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","SOFTWARE SYSTEMS ENGINEER","N",64085,2016,"NOVI, MICHIGAN",-83.4754913,42.48059
"546",1288756,"CERTIFIED","VENTURESOFT GLOBAL INC","Computer Systems Analysts","PROGRAMMER ANALYST","Y",60611,2014,"WILMINGTON, DELAWARE",-75.5397878,39.7390721
"547",1576927,"CERTIFIED","INFOSMART SYSTEMS INC","Business Operations Specialists, All Other","SAP BUSINESS ANALYST","Y",45386,2014,"FRISCO, TEXAS",-96.8236116,33.1506744
"548",1790365,"CERTIFIED","FUSION INFO TECH INC","Computer Programmers","PROGRAMMER ANALYST","Y",77646,2013,"HOUSTON, TEXAS",-95.3698028,29.7604267
"549",1777299,"CERTIFIED","AMAZON CORPORATE LLC","Software Developers, Applications","SOFTWARE DEVELOPMENT ENGINEER II","Y",87547,2014,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
"550",1375994,"CERTIFIED","TECRA SYSTEMS, INC.","Computer Programmers","PROGRAMMER ANALYST","Y",42869,2014,"WESTLAND, MICHIGAN",-83.400211,42.324204
"551",2789504,"CERTIFIED","ZIETA TECHNOLOGIES LLC","Computer Systems Analysts","SYSTEM ANALYST","Y",62067,2011,"WASHINGTON, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
"552",650852,"CERTIFIED-WITHDRAWN","MAXIM INTEGRATED PRODUCTS, INC.","ELECTRONICS ENGINEERS, EXCEPT COMPUTER","MEMBER OF TECHNICAL STAFF","Y",68827,2015,"NORTH CHELMSFORD, MASSACHUSETTS",NA,NA
"553",684830,"CERTIFIED","WESTERN DIGITAL TECHNOLOGIES, INC.","ELECTRONICS ENGINEERS, EXCEPT COMPUTER","SENIOR ENGINEER","Y",71323,2015,"IRVINE, CALIFORNIA",-117.7946942,33.6839473
"554",2527031,"CERTIFIED","UST GLOBAL INC.","Computer Programmers","SENIOR SOFTWARE DEVELOPER","Y",42078,2012,"ST. PETERSBURG, FLORIDA",-82.6267345,27.7518284
"555",2310577,"CERTIFIED","STRATEGIC STAFFING SOLUTIONS, L.C.","Software Developers, Applications","SENIOR APPLICATION DEVELOPER","Y",66435,2012,"DETROIT, MICHIGAN",-83.0457538,42.331427
"556",955260,"CERTIFIED","WIPRO LIMITED","COMPUTER OCCUPATIONS, ALL OTHER","LEAD ENGINEER","Y",78707,2015,"FRISCO, TEXAS",-96.8236116,33.1506744
"557",706065,"CERTIFIED","3I INFOTECH, INC.","COMPUTER PROGRAMMERS","SR. PROGRAMMER ANALYST","Y",61589,2015,"COLUMBUS, OHIO",-82.9987942,39.9611755
"558",2677930,"CERTIFIED","WENOVA INC.","Computer Software Engineers, Applications","SR. SOFTWARE ENGINEER","Y",73466,2011,"ANDOVER, MASSACHUSETTS",-71.1367953,42.6583356
"559",1787684,"CERTIFIED","ERNST & YOUNG U.S. LLP","Management Analysts","ADVISORY MANAGER","Y",84074,2013,"NEW CASTLE, DELAWARE",-75.5668166,39.6620397
"560",2475426,"CERTIFIED","THE FRENCH AMERICAN SCHOOL OF MIAMI, INC.","Elementary School Teachers, Except Special Educati","ELEMENTARY SCHOOL TEACHER","Y",35990,2012,"MIAMI, FLORIDA",-80.1917902,25.7616798
"561",1901416,"CERTIFIED-WITHDRAWN","W3GLOBAL, INC.","Computer Programmers","SR. PROGRAMMER ANALYST","Y",79934,2013,"SOUTH SAN FRANCISCO, CALIFORNIA",-122.4077498,37.654656
"562",564723,"CERTIFIED","UNIVERSITY OF ALASKA","MECHANICAL ENGINEERS, NON-R&D","FACILITIES ENGINEER (FACILITIES ENGINEERING II)","N",52936,2016,"ANCHORAGE, ALASKA",-149.9002778,61.2180556
"563",1427482,"CERTIFIED","BLANTON-PEALE INSTITUTE","Clinical, Counseling, and School Psychologists","CLINICAL THERAPIST","N",54080,2014,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"564",2924876,"CERTIFIED","MEE APPAREL LLC","Graphic Designers","GRAPHIC DESIGNER","Y",48152,2011,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"565",2738313,"WITHDRAWN","NAVARRO ORTHONDONTIX, PC","Orthodontists","ORTHONDONTIST","Y",181709,2011,"DALLAS, TEXAS",-96.7969879,32.7766642
"566",457946,"WITHDRAWN","TECH MAHINDRA (AMERICAS) INC.","COMPUTER OCCUPATIONS, ALL OTHER","SOLUTIONS ARCHITECT","Y",75733,2016,"SOMERSET, NEW JERSEY",-74.4884868,40.497604
"567",1933244,"DENIED","TDI GLOBAL SOLUTIONS, INC.","Industrial Production Managers","PRODUCTION AND MANUFACTURING SUPERVISOR","Y",134500,2013,"MERRICK, NEW YORK",NA,NA
"568",846822,"CERTIFIED","SILZERLAW CHARTERED","JUDICIAL LAW CLERKS","ASSOCIATE LAW CLERK","N",34028.8,2015,"ORLANDO, FLORIDA",-81.3792365,28.5383355
"569",2623961,"CERTIFIED","LINKEDIN CORPORATION","Software Developers, Applications","SOFTWARE ENGINEER","Y",84802,2012,"MOUNTAIN VIEW, CALIFORNIA",-122.0838511,37.3860517
"570",727989,"CERTIFIED","THERMO FISHER SCIENTIFIC INC.","BIOLOGICAL SCIENTISTS, ALL OTHER","SCIENTIST II, MOLECULAR BIOLOGY","Y",73029,2015,"GUILFORD, CONNECTICUT",NA,NA
"571",1168490,"CERTIFIED","INFOSYS LIMITED","COMPUTER SYSTEMS ANALYSTS","TECHNOLOGY ANALYST - US","Y",59592,2015,"MIAMISBURG, OHIO",-84.2866083,39.6428362
"572",1176275,"CERTIFIED","ZIMMER GUNSUL FRASCA ARCHITECTS LLP","ARCHITECTS, EXCEPT LANDSCAPE AND NAVAL","INTERN 2 (ARCHITECTURAL INTERN)","Y",51875,2015,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
"573",2060274,"DENIED","SAFEPRINTS LLC.","Managers, All Other","SUPPLY CHAIN MANAGER","Y",58900,2013,"DORAL, FLORIDA",-80.3553302,25.8195424
"574",127077,"CERTIFIED-WITHDRAWN","VERIZON DATA SERVICES LLC","COMPUTER SYSTEMS ANALYSTS","PD ENGINEER II-DEV OPS","N",69805,2016,"PALO ALTO, CALIFORNIA",-122.1430195,37.4418834
"575",569000,"CERTIFIED","TRIAD ARCHITECTS LTD","ARCHITECTURAL AND CIVIL DRAFTERS","LEED DESIGNER","N",32822,2016,"COLUMBUS, OHIO",-82.9987942,39.9611755
"576",2145052,"CERTIFIED-WITHDRAWN","THE UNIVERSITY OF TEXAS AT AUSTIN","Mathematical Science Teachers, Postsecondary","PROFESSOR","Y",27690,2013,"AUSTIN, TEXAS",-97.7430608,30.267153
"577",2615579,"CERTIFIED","BEAUTY PLUS TRADING CO., INC.","Accountants and Auditors","ACCOUNTANT","Y",55369.6,2012,"MOONACHIE, NEW JERSEY",-74.0451405,40.8412111
"578",619242,"CERTIFIED","KENYON COLLEGE","COACHES AND SCOUTS","SENIOR ASSISTANT SWIMMING COACH","N",18080,2016,"GAMBIER, OHIO",NA,NA
"579",61830,"CERTIFIED","HILTON WORLDWIDE, INC.","ACCOUNTANTS AND AUDITORS","ACCOUNTING MANAGER","N",55474,2016,"WASHINGTON, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
"580",682031,"CERTIFIED","CONCORD UNIVERSITY RESEARCH AND DEVELOPMENT CORPOR","INSTRUCTIONAL COORDINATORS","COORD. OF DISTRIBUTED LEARNING AND INSTR. TECHNOLOGIST","Y",44720,2015,"ATHENS, WEST VIRGINIA",NA,NA
"581",2078766,"WITHDRAWN","INFINITE CAMPUS, INC.","Computer Software Engineers, Applications","SOFTWARE ENGINEER 1","Y",64397,2013,"BLAINE, MINNESOTA",-93.2349489,45.1607987
"582",1520863,"CERTIFIED","THE FLORIDA BREWERY, INC.","Engineers, All Other","VALIDATION ENGINEER","Y",40976,2014,"AUBURNDALE, FLORIDA",NA,NA
"583",2162995,"CERTIFIED","AMERICAN INSTITUTES FOR RESEARCH",NA,"SOFTWARE SUPPORT PROJECT COORDINATOR","Y",51646,2013,"WASHINGTON, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
"584",1785902,"CERTIFIED","MCNALLY ROBINSON BOOKSELLERS","Prepress Technicians and Workers","SELF PUBLISHING COORDINATOR","N",26104,2014,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"585",1464342,"CERTIFIED","TATA CONSULTANCY SERVICES LIMITED","Network and Computer Systems Administrators","NETWORK AND COMPUTER SYSTEMS ADMINISTRATOR","Y",57658,2014,"LINCOLNSHIRE, ILLINOIS",-87.9084039,42.1900249
"586",1160254,"CERTIFIED","DELOITTE CONSULTING LLP","COMPUTER SYSTEMS ANALYSTS","CONSULTANT","Y",58885,2015,"DALLAS, TEXAS",-96.7969879,32.7766642
"587",2358219,"CERTIFIED","UNIVERSITY OF CALIFORNIA, DAVIS","Food Scientists and Technologists","STAFF RESEARCH ASSOCIATE","Y",42732,2012,"DAVIS, CALIFORNIA",-121.7405167,38.5449065
"588",2643231,"CERTIFIED","ISR INFO WAY, INC.","Software Developers, Applications","SR. SOFTWARE ENGINEER","Y",80974,2012,"DES PLAINES, ILLINOIS",-87.8833991,42.0333623
"589",738952,"CERTIFIED","A2Z DEVELOPMENT CENTER INC.","OPERATIONS RESEARCH ANALYSTS","SENIOR PRODUCT MANAGER - MBA","Y",93475,2015,"CUPERTINO, CALIFORNIA",-122.0321823,37.3229978
"590",307952,"CERTIFIED","DROPBOX, INC.","SOFTWARE DEVELOPERS, APPLICATIONS","SITE RELIABILITY ENGINEER","Y",96866,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"591",769869,"CERTIFIED-WITHDRAWN","PALO ALTO NETWORKS, INC.","COMPUTER OCCUPATIONS, ALL OTHER","SENIOR APPLIED ANALYTICS MANAGER - AMERICAS","Y",111634,2015,"SANTA CLARA, CALIFORNIA",-121.9552356,37.3541079
"592",350090,"CERTIFIED-WITHDRAWN","FUSION PLUS SOLUTIONS, INC","SOFTWARE DEVELOPERS, APPLICATIONS","ORACLE IDENTITY MANAGER DEVELOPER AND ADMINISTRATOR","Y",76482,2016,"SACRAMENTO, CALIFORNIA",-121.4943996,38.5815719
"593",2492765,"CERTIFIED","INFOSYS LIMITED","Computer Systems Analysts","MODULE LEAD","Y",63274,2012,"HOFFMAN ESTATES, ILLINOIS",-88.1227199,42.0629915
"594",800601,"CERTIFIED","CDK GLOBAL, LLC","DATABASE ADMINISTRATORS","DATABASE ADMINISTRATOR IV","Y",80766,2015,"HOFFMAN ESTATES, ILLINOIS",-88.1227199,42.0629915
"595",1310994,"CERTIFIED","INFOSYS LIMITED","Computer Systems Analysts","TECHNOLOGY LEAD - US","Y",68286,2014,"PHOENIX, ARIZONA",-112.0740373,33.4483771
"596",388937,"CERTIFIED","SYNECHRON, INC.","SOFTWARE DEVELOPER, APPLICATIONS","ASSOCIATE SPECIALIST - TECHNOLOGY","Y",90646,2016,"STERLING, VIRGINIA",-77.4291298,39.0066993
"597",1259747,"CERTIFIED","MACQUARIE HOLDINGS (USA) INC.","PUBLIC RELATIONS SPECIALISTS","EXECUTIVE","Y",70325,2015,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"598",2509758,"CERTIFIED","VALIANT CAPITAL MANAGEMENT L.P.","Financial Analysts","SENIOR ANALYST","Y",144747,2012,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"599",2901833,"CERTIFIED","INTEPLAST GROUP, LIMITED","Credit Analysts","CREDIT ANALYST","Y",48277,2011,"LIVINGSTON, NEW JERSEY",-74.3300842,40.7862871
"600",174870,"CERTIFIED","SCHAEFFLER GROUP USA, INC.","COMPUTER SYSTEMS ANALYSTS","PROGRAMMER ANALYST, BUSINESS APPLICATION MANAGEMENT","Y",91021,2016,"FT. MILL, SOUTH CAROLINA",NA,NA
"601",2169444,"CERTIFIED-WITHDRAWN","PATNI AMERICAS INC.","Computer Systems Analysts","COMPUTER SYSTEMS ANALYSTS","Y",53394,2013,"PENSACOLA, FLORIDA",-87.2169149,30.421309
"602",2043770,"CERTIFIED","PATUXENT FINANCIAL PARTNERS, LLC","Financial Specialists, All Other","PARAPLANNER","Y",33530,2013,"COLUMBIA, MARYLAND",-76.8610462,39.2037144
"603",1851769,"CERTIFIED","QUALCOMM LABS, INC.","Software Developers, Applications","SENIOR SOFTWARE ENGINEER","Y",83075.2,2013,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
"604",1636769,"WITHDRAWN","CALYPSO SOFTWARE, INC.","Computer Programmers","PROGRAMMER ANALYST","Y",72613,2014,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"605",1781826,"CERTIFIED","V4EMS INC","Medical and Health Services Managers","MEDICAL AND HEALTH SERVICES SPECIALIST","N",134763.2,2014,"SANTA BARBARA, CALIFORNIA",-119.6981901,34.4208305
"606",847312,"CERTIFIED","THE UNIVERSITY OF GEORGIA","MECHANICAL ENGINEERS, R&D","POST DOCTORAL RESEARCH ASSOCIATE","N",39665.6,2015,"ATHENS, GEORGIA",-83.357567,33.9519347
"607",1627701,"CERTIFIED","APPLE INC.","Electrical Engineers","POWER VERIFICATION ENGINEER/ ASIC DESIGN ENG 3","Y",115294,2014,"CUPERTINO, CALIFORNIA",-122.0321823,37.3229978
"608",739992,"CERTIFIED","OM GROUP CORPORATE, LLC","SOFTWARE DEVELOPERS, APPLICATIONS","SAP ABAP DEVELOPER","Y",44720,2015,"WESTLAKE, OHIO",-81.9179173,41.4553232
"609",2480353,"CERTIFIED","PEAK6 INVESTMENTS, L.P.","Software Developers, Applications","SQL DEVELOPER","Y",58115,2012,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"610",1960618,"CERTIFIED","VN ASSOCIATES LLC",NA,"IT ANALYST","Y",67371,2013,"BOTHELL, WASHINGTON",-122.2055883,47.76095
"611",2605617,"CERTIFIED","INFOSYS LIMITED","Computer Systems Analysts","TECHNOLOGY ANALYST - US","Y",51688,2012,"PHOENIX, ARIZONA",-112.0740373,33.4483771
"612",80128,"CERTIFIED","FX PALO ALTO LABORATORY, INC.","COMPUTER AND INFORMATION RESEARCH SCIENTISTS","RESEARCH ENGINEER","Y",165006.4,2016,"PALO ALTO, CALIFORNIA",-122.1430195,37.4418834
"613",2960165,"CERTIFIED","MICROSOFT CORPORATION","Computer Occupations, All Other*","SENIOR SERVICE ENGINEER LEAD","Y",105706,2011,"REDMOND, WASHINGTON",-122.121512,47.6739881
"614",357764,"CERTIFIED","NEUMERIC TECHNOLOGIES CORPORATION","SOFTWARE DEVELOPERS, APPLICATIONS","SOFTWARE ENGINEER","N",62982,2016,"WESTERVILLE, OHIO",-82.9290696,40.1261743
"615",1090597,"CERTIFIED","ACCENTURE LLP","COMPUTER OCCUPATIONS, ALL OTHER","COMPUTER SPECIALIST/TESTING AND QUALITY ANALYST 2","Y",61381,2015,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
"616",2565400,"CERTIFIED-WITHDRAWN","WILDFIRE INTERACTIVE, INC.","Marketing Managers","DIRECTOR OF STRATEGIC ACCTS & BUSINESS PROFITABILI","Y",99923,2012,"PALO ALTO, CALIFORNIA",-122.1430195,37.4418834
"617",2516417,"CERTIFIED","FUSE PROJECT, LLC","Commercial and Industrial Designers","INDUSTRIAL DESIGNER (GRAPHIC)","Y",36629,2012,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"618",1724284,"CERTIFIED","ROBERTS SERVICES INC.","Civil Engineers","ENGINEERING PROJECT AND SERVICE MANAGER","Y",72030,2014,"MEDIA, PENNSYLVANIA",-75.387693,39.9167783
"619",1061431,"CERTIFIED","INFOSYS LIMITED","COMPUTER SYSTEMS ANALYSTS","TECHNOLOGY LEAD - US","Y",80995,2015,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"620",992501,"CERTIFIED","OPERA SOLUTIONS, LLC","OPERATIONS RESEARCH ANALYSTS","ANALYTICS SPECIALIST","Y",62795,2015,"JERSEY CITY, NEW JERSEY",-74.0776417,40.7281575
"621",1414026,"CERTIFIED","TATA CONSULTANCY SERVICES LIMITED","Computer Programmers","COMPUTER PROGRAMMER","Y",58136,2014,"WOONSOCKET, RHODE ISLAND",-71.5147839,42.0028761
"622",926277,"CERTIFIED","HITACHI CONSULTING CORPORATION","DATABASE ADMINISTRATORS","DATABASE ADMINISTRATOR","Y",46946,2015,"DALLAS, TEXAS",-96.7969879,32.7766642
"623",809164,"CERTIFIED","INFOSYS LIMITED","COMPUTER OCCUPATIONS, ALL OTHER","TECHNICAL TEST LEAD - US","Y",73632,2015,"CHARLOTTE, NORTH CAROLINA",-80.8431267,35.2270869
"624",2535175,"CERTIFIED","OKLAHOMA STATE UNIVERSITY","Electrical Engineers, R&D","SENIOR RESEARCH ENGINEER","Y",61090,2012,"STILLWATER, OKLAHOMA",-97.0583681,36.1156071
"625",2629460,"CERTIFIED","SEARS HOLDINGS MANAGEMENT CORPORATION","Computer Occupations, All Other*","ARCHITECT, BUSINESS SERVICE MANAGEMENT ENGINEER II","Y",93205,2012,"HOFFMAN ESTATES, ILLINOIS",-88.1227199,42.0629915
"626",566167,"CERTIFIED","INTRI-PLEX TECHNOLOGIES, INC.","ENGINEERS, ALL OTHER","PRODUCT ENGINEER","N",67683,2016,"GOLETA, CALIFORNIA",-119.8276389,34.4358294
"627",1892961,"CERTIFIED","PROMATRIX CORP","Computer Programmers","PROGRAMMER ANALYST","Y",53394,2013,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"628",1955155,"CERTIFIED","SATYAM COMPUTER SERVICES LTD","Database Administrators","DATABASE ADMINISTRATOR","Y",68286,2013,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"629",2172410,"CERTIFIED","INFOSYS LIMITED","Computer Systems Analysts","TECHNOLOGY LEAD - US","Y",70450,2013,"COLLIERVILLE, TENNESSEE",-89.6645266,35.042036
"630",1944706,"CERTIFIED","WILTON RE SERVICES, INC","Actuaries","ASSISTANT VICE PRESIDENT, ACTUARY","Y",110406,2013,"WILTON, CONNECTICUT",-73.4378988,41.1953739
"631",2875886,"CERTIFIED","IBM INDIA PRIVATE LIMITED","Computer Systems Analysts","ADVISORY CONSULTANT","Y",69576,2011,"ATLANTA, GEORGIA",-84.3879824,33.7489954
"632",490119,"CERTIFIED","TATA CONSULTANCY SERVICES LIMITED","COMPUTER OCCUPATIONS, ALL OTHER","ARCHITECT","Y",77064,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"633",508915,"CERTIFIED","V-SOFT CONSULTING GROUP, INC","COMPUTER OCCUPATIONS, ALL OTHER","QA ANALYST","N",68411,2016,"MEMPHIS, TENNESSEE",-90.0489801,35.1495343
"634",1163435,"CERTIFIED","PRICEWATERHOUSECOOPERS LLP","COMPUTER SYSTEMS ANALYSTS","ADVISORY SENIOR ASSOCIATE","Y",69971,2015,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"635",1969186,"CERTIFIED","INTERNATIONAL TECHNOLOGIES & SYSTEMS CORPORATION","Cost Estimators","MANUFACTURING COST ANALYST","Y",37544,2013,"CYPRESS, CALIFORNIA",-118.0372852,33.8169599
"636",1834976,"CERTIFIED","INFOSYS LIMITED","Computer Occupations, All Other","SENIOR PROJECT MANAGER - US","Y",90626,2013,"MINNEAPOLIS, MINNESOTA",-93.2650108,44.977753
"637",1529875,"CERTIFIED","EDATAWORLD, LLC","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST","Y",56326,2014,"BETHESDA, MARYLAND",-77.0947092,38.984652
"638",2871298,"CERTIFIED","CAPGEMINI U.S. LLC","Computer Software Engineers, Applications","MANAGER","Y",106018,2011,"ATLANTA, GEORGIA",-84.3879824,33.7489954
"639",2406988,"CERTIFIED","HAR BALTIMORE, INC.","Computer and Information Systems Managers","ENTERPRISE RESOURCE PLANNING CONSULTANT","N",75649.6,2012,"CATONSVILLE, MARYLAND",-76.7319161,39.2720509
"640",152343,"CERTIFIED","CRITICALRIVER, INC.","COMPUTER SYSTEMS ANALYSTS","ORACLE SYSTEMS ANALYST","N",69805,2016,"MILPITAS, CALIFORNIA",-121.8995741,37.4323341
"641",746033,"CERTIFIED","SHAKTI GROUP, INC. (AKA SHAKTI SOLUTIONS)","SOFTWARE DEVELOPERS, APPLICATIONS","SOFTWARE DEVELOPER","Y",49400,2015,"NAPERVILLE, ILLINOIS",-88.1535352,41.7508391
"642",2491437,"CERTIFIED","COMPUTER VOICE SYSTEMS INC","Computer Programmers","COMPUTER PROGRAMMER","Y",63877,2012,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"643",1532909,"CERTIFIED","NOKIA SOLUTIONS AND NETWORKS US LLC","Software Developers, Applications","SOFTWARE ENGINEER","Y",62712,2014,"ARLINGTON HEIGHTS, ILLINOIS",-87.9806265,42.0883603
"644",360941,"CERTIFIED","ARYA GLOBAL, INC.","SOFTWARE DEVELOPERS, APPLICATIONS","SOFTWARE ENGINEER","N",57325,2016,"ATLANTA, GEORGIA",-84.3879824,33.7489954
"645",30709,"CERTIFIED-WITHDRAWN","UNIVERSITY OF UTAH","MANAGEMENT ANALYSTS","ASSESSMENT ANALYST","N",41621,2016,"SALT LAKE CITY, UTAH",-111.8910474,40.7607793
"646",2930592,"CERTIFIED","BARCLAYS SERVICES CORP.","Software Developers, Applications","ASSISTANT VICE PRESIDENT, GLOBAL TECHNOLOGY","Y",85530,2011,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"647",253326,"CERTIFIED","EUCLID ELEMENTZ, INC.","COMPUTER PROGRAMMERS","DATA ANALYST","N",51730,2016,"WOODBRIDGE, NEW JERSEY",-74.2846022,40.5575986
"648",2838241,"CERTIFIED","TRINUS CORPORATION",NA,"SOFTWARE ENGINEER","Y",95597,2011,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
"649",2073460,"CERTIFIED","ULTIMATE CARE INC.","Physical Therapists","PHYSICAL THERAPIST","Y",58884.8,2013,"HIALEAH, FLORIDA",-80.2781057,25.8575963
"650",2233608,"DENIED","BUCKLAND & TAYLOR LTD","Civil Engineers","(BRIDGES) SENIOR CIVIL ENGINEER","N",113401.6,2012,"EMERYVILLE, CALIFORNIA",-122.2852473,37.831316
"651",2746641,"CERTIFIED","HARVEY MUDD COLLEGE","History Teachers, Postsecondary","ASSISTANT PROFESSOR, HISTORY OF SCIENCE","Y",66667,2011,"CLAREMONT, CALIFORNIA",-117.7197785,34.0966764
"652",550023,"CERTIFIED","ARIZONA STATE UNIVERSITY","ENVIRONMENTAL ENGINEERS","POST-DOCTORAL RESEARCH ASSOCIATE","N",48963,2016,"TEMPE, ARIZONA",-111.9400054,33.4255104
"653",86171,"CERTIFIED","NUVENTO LLC","COMPUTER SYSTEMS ANALYSTS","PROGRAMMER  ANALYST","N",60029,2016,"MARLTON, NEW JERSEY",-74.9218324,39.8912248
"654",679023,"CERTIFIED","LARSEN & TOUBRO INFOTECH LIMITED","COMPUTER SYSTEMS ENGINEERS","TECHNICAL CONSULTANT","Y",78083,2015,"HARTFORD, CONNECTICUT",-72.6850932,41.7637111
"655",1965242,"CERTIFIED","SATYAM COMPUTER SERVICES LTD","Management Analysts","CONSULTANT","Y",79997,2013,"HOUSTON, TEXAS",-95.3698028,29.7604267
"656",146225,"CERTIFIED","COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION","COMPUTER SYSTEMS ANALYSTS","SENIOR SYSTEMS ANALYST JC60","Y",81266,2016,"TEANECK, NEW JERSEY",-74.0116536,40.8932469
"657",1830928,"CERTIFIED","PRUDENTIAL FINANCIAL","Actuaries","MANAGER, ACTUARIAL","Y",81806,2013,"ROSELAND, NEW JERSEY",-74.2937594,40.8206555
"658",973929,"CERTIFIED","IBM INDIA PVT LTD","COMPUTER SYSTEMS ANALYSTS","BUSINESS ANALYST","Y",71261,2015,"MINNEAPOLIS, MINNESOTA",-93.2650108,44.977753
